Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA
1,1,41,2,135959,0,0,-0.9837019641851243,2.2714377951877416,0.6483934741370041,2
0,0,40,1,140888,2,2,2.495716585544914,-0.8763134599291366,-0.3794983020828993,1
0,0,66,2,157299,2,2,3.706862055920152,0.9372158162111065,1.3614056335684543,3
0,0,34,1,125187,1,1,0.7696576788602153,-1.024818556214881,0.3601210207239943,1
0,0,51,1,155486,1,2,2.232114887660188,-0.5583833371926958,0.7487959253962312,1
0,0,39,1,151697,0,0,-0.0691110080484179,-0.7420684578926234,1.4884692435787537,0
0,1,22,1,126400,1,1,0.06894813605490757,-0.3153170351385514,-1.1534238625708342,2
1,1,44,2,159246,1,2,1.3354655131335964,2.279109448615137,-0.6442811011776339,3
0,0,47,1,136138,1,1,1.2822471321588533,-0.6425704885510021,0.988822813151371,1
1,1,24,1,84792,0,0,-2.4228505541074554,0.5839889008980299,-0.473164788326151,2
1,1,58,2,100210,0,0,-1.0027152805589323,2.6074438865473346,1.688252962320437,3
0,0,52,1,93706,0,0,-0.505667088138897,-0.5854388707087289,2.4169427447319483,0
1,1,29,1,133783,2,1,0.504424667955268,0.8377506047907878,-2.0290585238282417,2
1,1,27,1,110064,1,2,-0.07635497659179533,0.5981566334028058,-1.7744704860599347,2
0,0,47,1,241068,1,1,2.726850433753238,-0.29917825802730447,0.5325690723750658,1
0,0,30,0,149022,2,2,2.067811087423046,-2.1831663931207865,-1.3947359724301107,1
0,0,28,0,92973,1,2,0.4697669038182741,-2.44284450762168,-0.635575031618495,1
0,0,56,1,110605,1,1,1.1812198655671118,-0.4863070652240576,1.5680652913411914,1
0,0,54,1,116604,1,1,1.2081447433418255,-0.5199686806344483,1.4379315845687544,1
1,1,33,1,71070,0,0,-2.361272182701186,0.7789048128813681,0.05472142442662606,2
0,0,20,0,128678,1,1,0.16650021569469234,-2.453453789208012,-0.843026124539877,1
0,0,54,1,165230,1,2,2.4497612828072546,-0.4465545099925733,0.8625008624108869,1
0,0,58,2,268340,1,1,3.670033720752765,1.1501907045352022,1.445879857031164,3
1,1,61,2,135070,1,1,0.9036136440729768,2.7387076486171025,0.7092534726346207,3
0,0,34,1,134794,1,2,1.4740877490136146,-1.079097337472407,-0.0456483585257377,1
0,0,36,1,120153,1,1,0.7560182502996308,-0.987998897323547,0.48605874103070057,1
0,0,36,1,195465,2,2,3.135764415797356,-0.8042933401021671,-0.8249065526478278,1
0,1,41,1,93372,0,0,-1.1998420594859422,0.14564688621380115,0.962148994262225,0
0,0,24,0,110446,1,0,-0.5453424906306651,-2.3208133515740346,-0.19165571759906366,0
1,1,24,1,95186,1,1,-0.9368502871411728,0.5552448553257625,-1.501855419432334,2
0,0,35,1,115343,1,1,0.6619649216867366,-1.0303869491369557,0.4549489408093782,1
0,1,26,1,107276,1,1,-0.0830074341057998,-0.27131423731797827,-0.8621713717671023,2
0,0,39,1,244716,2,2,3.897315725040385,-0.5631745400506225,-0.8829848667229413,1
0,0,39,1,183108,2,2,3.04913960567865,-0.7647918900754387,-0.615102655136678,1
0,0,32,0,152876,1,2,1.4058001368129982,-2.140219220507327,-0.6879455692368452,1
1,1,30,1,165147,1,0,-0.3788478895031494,1.02979813278153,-1.1299143701544383,2
0,1,35,1,140520,1,0,0.052998606412286334,0.16302034592019035,-0.1745049427964995,2
0,1,31,1,124203,1,1,0.28919469626204675,-0.08268459349938921,-0.6756503379191429,1
1,1,23,1,107205,1,1,-0.799213641842584,0.5679311182696521,-1.6061406147124995,2
0,0,28,0,121432,0,2,0.09083530567525969,-2.3726692540388923,-0.13982043279495962,1
1,1,25,1,162445,1,0,-0.5552101078803343,0.8877209951975696,-1.3782881578625228,2
0,1,35,1,134112,1,1,0.5369452888306806,0.056331133214679814,-0.5106383394051134,1
0,0,47,1,131842,1,1,1.223102790372429,-0.6566295090630558,1.007502562225754,1
1,1,30,1,189896,2,0,0.7326144669666923,1.1337505243117216,-1.8570265315361139,2
1,1,27,1,109099,1,2,-0.08964042580592455,0.5949985899218626,-1.770274499594204,2
1,1,23,1,153539,1,1,-0.161319337295989,0.719563021529778,-1.8076088394826257,2
0,1,36,1,180495,2,1,1.974082111300474,0.257729528395988,-1.2797943547617934,1
1,1,25,1,104653,1,2,-0.20651504755616398,0.5271548354871697,-1.8549915445691711,2
1,1,41,2,166933,2,2,2.1285323373071514,2.247284243832727,-1.4532782731944647,3
0,0,24,0,66118,0,0,-1.9263549094460368,-2.488839663636233,0.6205893132256624,0
0,0,63,2,135754,1,0,1.4116772237112896,0.935245003968999,2.6465056923822603,3
1,1,27,1,116103,1,2,0.0067857776093720795,0.6179197676840658,-1.8007290998076533,2
0,0,30,0,104293,1,1,0.10911040722657943,-2.2667865163756526,-0.21675083842147408,1
0,1,40,1,71702,0,0,-1.5260121484617577,0.04808306954163392,1.00434938244735,0
0,0,30,0,99066,1,2,0.6093162767142863,-2.369610807473916,-0.558019426756542,1
0,0,34,1,143979,2,2,2.3712757722516353,-1.0260794420431476,-0.7050855630653051,1
1,1,29,1,123818,1,0,-0.9756694252153032,0.8678985888639097,-1.002233258725995,2
1,1,24,1,176714,1,2,0.7577381176540803,0.7363335820401687,-2.220349713295357,2
0,0,29,0,149249,1,2,1.2723683456481374,-2.23202965188058,-0.8282482774544807,1
0,0,27,0,77535,0,0,-1.6856758132261846,-2.3715358035411698,0.7270197576422169,0
0,0,47,1,116540,1,1,1.0124354910205062,-0.7067065881774524,1.0740382978719851,1
1,1,21,1,194728,1,0,-0.22209057273649058,0.8867821291549565,-1.726758250637811,2
1,1,38,1,109311,1,2,0.21943675610048932,0.8888085325545974,-1.1989267025782253,2
0,0,27,0,204723,1,2,1.9804306326135706,-2.1037801779441687,-1.1735078188300598,1
0,0,66,2,126003,0,0,0.5901946822548718,0.9603155955445004,3.4644774924460013,3
0,0,35,1,123109,1,1,0.7688818114244855,-1.0049720624291787,0.4211810331483776,1
1,1,44,2,108251,0,0,-1.2816686715951235,2.260701809488088,0.924946167747049,2
0,1,27,1,89908,0,0,-1.6371882932253012,-0.23874626882290775,0.24886792433985566,0
1,1,30,1,176057,2,1,1.114256306783849,1.0027427405109894,-2.1608486582723487,2
0,0,27,0,144332,2,2,1.9197446511653156,-2.278455581198954,-1.5304165732766872,1
0,0,22,0,101185,1,1,-0.15633911328053315,-2.4901330925327434,-0.619432797980478,1
1,1,23,1,107406,1,2,-0.2242788414385107,0.4828704126787048,-1.9710110833957404,2
0,0,30,0,140665,1,1,0.6098548205077283,-2.147756094107398,-0.37490256871324745,1
1,1,39,2,106461,1,0,-0.6747397800487865,2.144568480579146,0.053107606619594794,2
1,1,51,2,127825,1,0,-0.046623973097043345,2.5342470414144844,0.5845073688071828,3
0,0,28,0,133898,1,1,0.4610262841191531,-2.223195515815945,-0.44952750530794394,1
0,0,46,1,152383,1,2,2.050231980024075,-0.7017727809278045,0.5021657548619888,1
0,0,42,1,119926,1,0,0.34772105266169245,-0.7431417399096865,1.1631893219735854,0
0,0,38,1,108784,1,2,1.2273305174140536,-1.057629552511704,0.2755456481360485,1
0,0,24,0,153286,1,1,0.6166164227695289,-2.2663343514821466,-0.7419279136525596,1
1,1,29,1,214204,1,2,1.4130373383744033,0.9922573689661512,-2.123240150633743,1
0,0,36,1,208101,2,2,3.309728080325581,-0.7629409697133609,-0.879850060400133,1
1,1,20,1,95355,1,1,-1.045853981077688,0.44921022933806176,-1.7106883004351046,2
0,0,48,1,124156,1,1,1.1451198771410136,-0.6551356658899229,1.092947126048913,1
0,1,45,2,72215,0,0,-1.1182237255759837,1.2499994200355657,1.7218658553459798,0
0,0,38,1,146529,1,2,1.7469774403024558,-0.9341058725239315,0.11142387699717834,1
0,0,34,1,75343,0,0,-1.2594627658235789,-1.1251779462107052,1.5603470570872557,0
0,0,36,1,129789,1,1,0.8886800001725317,-0.9564642786889682,0.4441597507884393,1
1,1,30,1,101153,1,1,-0.6877052261985855,0.7346539025697042,-1.2156539049852544,2
0,0,36,1,127833,1,2,1.4339187239394269,-1.0485839477912051,0.08866829019492004,1
0,0,70,2,224998,2,2,4.750225197799179,1.265354167550778,1.2751367431140033,3
0,0,36,1,124445,1,2,1.387275094988681,-1.0596714621056462,0.10339989863626306,1
0,0,32,0,141116,1,1,0.6717290592419612,-2.092986312425418,-0.272814574587405,1
1,1,33,1,104276,1,2,0.010955415426347292,0.7390964566897661,-1.4371562038359993,2
1,1,20,1,147687,1,2,0.24678419029195145,0.534752595980326,-2.30223334989038,2
1,1,25,1,125168,1,1,-0.4962463599603395,0.6800103895249762,-1.580197817465287,2
0,1,31,1,115369,1,2,0.739741897029169,-0.19731309479015172,-1.0012350680346345,1
0,0,33,1,95445,1,0,-0.23980966727035846,-1.0630801753152759,0.8014163433662121,0
1,1,26,1,95159,1,1,-0.8815568201420214,0.6084503418949022,-1.397688998849891,2
1,1,34,1,153031,2,2,1.4807482850836169,0.9482574209247502,-2.216626084370621,1
0,0,33,1,108899,1,0,-0.05458434734611521,-1.0190508312814837,0.7429160305061682,0
0,0,26,0,113515,1,1,0.1247421244149471,-2.3431944401530127,-0.4649477250970541,1
1,1,53,2,211229,2,0,1.928024835639859,2.883446688994342,-0.29359783083351737,3
0,1,42,2,121307,1,0,0.24487835736546876,1.3536755523810862,0.7328326008280255,3
0,0,52,1,131727,1,2,1.9328500830104316,-0.6094897353347958,0.9041286658657023,1
0,0,31,0,133574,2,1,1.3107987815512554,-2.1213558513612774,-0.9115444076258966,1
0,0,65,2,117334,1,0,1.2137486519586493,0.9282578545329698,2.830648049818783,3
0,1,28,1,177291,1,2,1.508743173778254,-0.07460892291745133,-1.4265561356742278,1
0,1,30,1,168763,2,1,1.645568537695239,0.05945403486433904,-1.540928654727072,1
0,0,40,1,77720,0,0,-1.0597423294185293,-0.9575174752326556,1.8621585108213548,0
0,0,50,1,176645,1,2,2.495584699608664,-0.5157856572375931,0.6047684334354645,1
0,0,36,1,106205,1,1,0.5639918817621441,-1.033644897812869,0.5467070511073984,1
0,0,31,0,97785,1,1,0.047345379149821065,-2.2614375693470263,-0.13642842180725911,1
1,1,74,3,214364,2,1,3.3894001779049465,4.43457603024241,0.8809134071500858,3
0,0,68,2,74525,0,0,-0.06285345438966954,0.8451433669447201,3.7923617364982016,0
0,1,20,1,98988,1,0,-0.9362739818088891,-0.37260045687729343,-0.7742842918238436,2
1,1,33,1,133561,1,1,-0.15803663313543095,0.9206525716890976,-1.2004959495864775,2
0,0,54,1,217651,2,2,3.9421925000578057,-0.25204317628138684,0.015066071516565166,1
0,0,34,1,116525,0,0,-0.6924976160450602,-0.9904063952965061,1.3812806170543785,0
0,0,36,1,135302,1,2,1.5367467241262986,-1.0241410185070967,0.056191789767413874,1
0,1,29,1,106434,1,1,-0.011101728472486862,-0.19412898347460644,-0.7024366806320047,2
0,0,21,0,128350,1,2,0.761984703930068,-2.513598768524158,-1.1535719000064204,1
1,1,34,1,147626,2,2,1.406336002179608,0.9305691048475505,-2.1931242119900247,1
1,1,28,1,102697,1,0,-1.2942812638091943,0.7721314207627661,-0.9624200172452081,2
1,1,27,1,120262,1,0,-1.0802911456177968,0.8029674341163042,-1.0908201772289419,2
0,0,36,1,124214,1,2,1.384094847560221,-1.0604274289907216,0.10440432648453654,1
0,1,40,1,175223,2,1,2.012831248408283,0.3470641586497477,-1.048772749474438,1
0,0,52,1,137467,1,0,0.8675392688066184,-0.4192681137280794,1.6071631277166205,1
0,1,27,1,65815,0,0,-1.9688839698222087,-0.31759263316110886,0.35362844446301894,0
0,0,26,0,129864,1,1,0.3498237919815781,-2.289690965676391,-0.5360359973542905,1
0,1,21,1,88475,1,1,-0.4810094938283387,-0.46607670339904134,-1.0405439303437876,2
0,0,38,1,74666,0,0,-1.1574528627686984,-1.0208057928533871,1.7713888097217272,0
0,0,38,1,222294,2,2,3.5607926227909683,-0.6631993398291828,-0.8375146528152987,1
0,0,43,1,112878,1,0,0.2785216799469758,-0.7395599881968211,1.2458597517396084,0
0,0,26,0,103411,1,2,0.5578048479779822,-2.4619791230197317,-0.7850102761332938,1
0,1,21,1,112868,0,0,-1.4880865257563687,-0.3234892810686697,-0.16311317611157147,2
0,0,55,1,157940,1,2,2.3772302223103416,-0.4437647235878822,0.94622354992272,1
0,0,33,1,115835,1,2,1.185240823581327,-1.1677891791426707,-0.015235865997189263,1
1,1,45,2,109807,0,0,-1.232414153078371,2.2924408732320782,0.9702049212942657,2
0,0,50,1,150699,1,1,1.5662106349374851,-0.5149776246175082,1.0815826032173994,1
0,0,66,2,178967,2,0,2.8608368739263397,1.1795631544649345,1.9951824037860457,3
0,0,51,1,132767,1,0,0.7750003437310864,-0.4612961813104996,1.57557502851993,0
1,1,39,2,86152,0,0,-1.7250753028287489,2.055146361645211,0.7609138820864053,2
0,0,31,0,114528,1,2,0.8500189369633512,-2.2923631917651637,-0.5732263600408825,1
0,0,23,0,133912,1,1,0.3220560658099216,-2.3563843154784117,-0.7097109295351217,1
0,1,24,1,81210,0,0,-1.8404340874625447,-0.3471519732447229,0.130614798886698,0
1,1,64,3,131242,1,0,0.6238054400992812,3.95884236094622,1.7055928284554995,3
0,1,26,1,68804,0,0,-1.9555660876361454,-0.3344578029974441,0.2886072468880856,0
1,1,23,1,96961,1,1,-0.9402459130856304,0.5344067686128833,-1.5615979355882028,2
0,0,30,0,90719,1,2,0.49440058283828975,-2.3969270654380948,-0.5217252308710962,1
0,0,32,0,114116,1,1,0.30001182734404475,-2.181346078213466,-0.15541391699700904,1
0,0,30,0,128639,1,1,0.44428921195941923,-2.187112188306178,-0.32261144618798443,1
0,0,27,0,106623,1,1,0.05769045126230726,-2.3391021653489275,-0.38295561024155356,1
0,0,27,0,236264,1,1,1.842497623872596,-1.914841113625658,-0.9466570417480912,1
0,0,53,1,207783,2,1,3.206336571213869,-0.2252654625939426,0.36994581382724495,1
0,0,22,0,91739,1,1,-0.28638507522526346,-2.5210459202228876,-0.5783599605138529,1
0,0,22,0,107780,1,2,0.5066238345589208,-2.554268896551514,-1.012105481650126,1
0,0,26,0,139157,1,2,1.0499309284010534,-2.344997338284193,-0.9404400504379713,1
0,0,51,1,121751,0,0,-0.1473956147515671,-0.5203061778937559,2.2429737369131275,0
0,0,35,1,121974,1,0,0.1810883482577214,-0.9229679502177142,0.7901126949497456,0
0,1,25,1,70320,0,0,-1.9625274455458463,-0.35614348894510495,0.22999090741058387,0
0,0,42,1,78327,0,0,-0.9957203911222194,-0.902237170459456,1.9635681900366748,0
0,0,30,0,131433,2,0,0.681322817554548,-2.069290881738861,-0.590262994248587,1
0,0,23,0,167076,0,2,0.580067209273507,-2.356530049519558,-0.5984109683499065,1
0,1,61,2,130788,0,0,0.13349009730784217,1.868035248548444,2.2995725067061974,3
1,1,35,1,107408,1,1,-0.46242777356461173,0.8883585308145879,-0.9827291741815649,2
0,0,39,1,115323,1,1,0.7730199440511328,-0.9238647081454616,0.6631339441091499,1
1,1,29,1,99012,1,0,-1.3171811901952928,0.7867188721921204,-0.8943724916079444,2
0,0,51,1,115996,1,1,1.1162764456251062,-0.6018991811590301,1.2845017435635113,1
0,0,24,0,123353,1,1,0.20451968564359058,-2.3642926059019103,-0.6117740661098441,1
1,1,27,1,100008,1,0,-1.3591341387607745,0.7366845194395962,-1.0027522913461315,2
1,1,35,1,125105,0,0,-1.561690679003325,1.0090327312295237,-0.07618305686693053,2
0,0,25,0,92020,1,2,0.3731488859161923,-2.5259040495979974,-0.787504753110083,1
0,0,52,1,108365,1,2,1.6112183062845378,-0.6859438408288835,1.0057106718889182,1
0,0,35,1,112979,1,0,0.057251440816174795,-0.9524048425608065,0.8292245066173608,0
0,0,26,0,117221,1,1,0.17576375631915742,-2.3310662441526238,-0.4810620523944618,1
1,1,22,1,88800,1,2,-0.5082659082463551,0.39533379313152184,-1.9421334957608738,2
1,1,39,2,115099,0,0,-1.3265531283195269,2.149877848321752,0.6350473326319909,2
1,1,46,2,113399,0,0,-1.1551294018155382,2.3308429178332704,1.006610795624666,2
1,1,24,1,115879,1,1,-0.6519634471536325,0.6229644343425058,-1.591832153044114,2
0,0,35,1,141270,1,2,1.5910774075650989,-1.031257160851484,-0.021782613694993153,1
0,0,24,0,107633,1,1,-0.011902347150307498,-2.4157376250940623,-0.5434207943572136,1
0,0,27,0,131751,0,0,-0.9392676115751684,-2.19410939383877,0.4912792372007019,0
0,0,35,1,83687,0,0,-1.1167557817467126,-1.0712245828308165,1.5760904156817461,0
0,1,29,1,106828,1,2,0.5664901617744122,-0.27855808036936514,-1.0681463466083918,1
1,1,23,1,135537,1,1,-0.40915835983770354,0.6606499658365768,-1.729333038077355,2
1,1,57,2,107142,0,0,-0.9351129152108882,2.6034825150999725,1.6060869205648027,3
0,0,27,0,97446,1,1,-0.06865210566832902,-2.3691346679651093,-0.34305243117832895,1
1,1,55,2,126357,1,2,1.1888311360380495,2.4645935909756433,0.07099555387166664,3
0,0,36,1,169617,2,1,2.2077395470049175,-0.8031645942581108,-0.34851850377122084,1
1,1,57,2,108945,0,0,-0.9102904645030385,2.6093829839042635,1.598247165541266,3
0,0,32,0,67345,0,0,-1.6868016894278124,-2.2716488178290435,1.0314501852634639,0
0,0,37,1,106215,1,0,0.019794574804353385,-0.9212467538477436,0.9626845653548589,0
0,0,36,1,149237,1,0,0.584258973455946,-0.8071005716917488,0.7235929779533953,1
1,1,38,1,112124,1,0,-0.8861709595020348,1.0694513010331057,-0.4831651398100076,2
0,1,45,2,215150,2,2,3.535411798157871,1.5922476367322402,-0.8666316336328338,3
0,0,25,0,89534,1,1,-0.23324420615035288,-2.4483211982598534,-0.412698710256692,1
0,0,32,0,111082,1,2,0.8304093964447935,-2.276993592779389,-0.5062180476319191,1
1,1,37,1,137069,1,1,0.001589440863626471,1.038720488743563,-1.0076512988785173,2
0,0,36,1,244541,2,2,3.811408670338917,-0.6436880117386774,-1.038297466422134,1
0,0,28,0,120712,1,1,0.2794906019041188,-2.266347807359693,-0.39219250267879724,1
0,1,34,1,175367,0,0,-0.26582004024018263,0.22745394240418235,0.24144902011322267,2
0,0,32,0,111418,1,1,0.2628676387640233,-2.1901755096244346,-0.14368254758297616,1
1,1,26,1,110913,1,0,-1.2368342711041962,0.7457251238987495,-1.1021936224575677,2
0,1,49,2,84267,0,0,-0.8409697986385632,1.3960282940860713,1.877559720185335,0
1,1,32,1,136886,1,2,0.4320746356141952,0.8191684950907553,-1.6309746191326038,2
0,0,29,0,144884,2,2,1.9830093876929444,-2.223355268541248,-1.4287677445736828,1
0,0,23,0,151180,1,1,0.5597898865659668,-2.299873336381078,-0.7847951723229349,1
0,0,50,1,114997,1,1,1.0746903159293586,-0.6318154156606517,1.2368210579319296,1
0,0,49,1,100961,0,0,-0.4892830675440121,-0.6416370438854803,2.2293232233328797,0
0,0,63,2,124849,1,2,2.4058799081835196,0.7281204864254209,1.9659295415111346,3
0,1,37,1,152308,1,2,1.415287924873322,0.08345442156443486,-0.849705152361249,1
1,1,35,1,167945,0,1,-0.39973176560313106,1.063511731321412,-0.6264552529204266,2
0,0,26,0,126706,1,2,0.8785142152765735,-2.3857442806481552,-0.8863009545987854,1
0,0,31,0,210017,2,2,2.9353804410057345,-1.956908213870287,-1.6079282443093956,1
1,1,49,2,125665,1,1,0.44014103624224055,2.3881659188580326,0.12585391547949418,3
0,1,48,2,111184,1,1,0.8446750548288344,1.3947102294247071,0.7249997248439066,3
0,1,26,1,94134,1,0,-0.8361049270280558,-0.22860404021085032,-0.44103120271803525,2
0,1,28,1,214620,2,1,2.2212306535805886,0.15623106926061503,-1.8443718211379534,1
1,1,44,2,193816,2,1,2.0099689987579175,2.5009203817632324,-1.0501001787046225,3
0,0,56,1,168714,1,1,1.9812241851358536,-0.29614048632858875,1.3153973353441426,1
0,1,46,2,202997,2,1,2.8237627618825116,1.664841342501809,-0.3977672972271515,3
1,1,26,1,192451,1,2,1.0300593788620744,0.8411280814938559,-2.1847278840556923,2
1,1,20,1,127928,1,2,-0.025243986932897942,0.4700896103430655,-2.2163178093967266,2
0,0,45,1,78253,0,0,-0.9132413953371437,-0.822538572167002,2.1199634846892015,0
0,0,43,1,118446,1,1,0.9273456056694237,-0.8070567358994553,0.8576526412308989,1
0,0,32,0,161379,1,2,1.5228635302510716,-2.1123924394519284,-0.7249180800328133,1
1,1,54,2,56622,0,0,-1.7141349343531191,2.3582108060563898,1.6696830655466646,2
1,1,42,2,146117,1,1,0.5268818109437974,2.2685683429782726,-0.32724647829596254,3
0,0,37,1,90418,0,0,-0.9684228683340014,-0.9959029741433203,1.6508718864865632,0
0,0,49,1,109053,1,0,0.3928572914545854,-0.5921960826786778,1.5746385713394717,0
0,0,44,1,219319,1,0,1.7717599713382832,-0.36457596020544686,0.8350604322731705,1
0,1,33,1,144701,1,1,0.6270620960280402,0.0376906779882571,-0.6607301579679177,1
1,1,24,1,102425,0,0,-2.180091667068346,0.6416943731254611,-0.5498361140776862,2
0,1,33,1,79867,0,0,-1.608430248883523,-0.11172474493952403,0.6046749842205301,0
1,1,24,1,107114,1,2,-0.20046630234943782,0.5085617413420904,-1.9177169070623368,2
